Id,Popularity
27643,0.47898337
27644,0.48706184
27645,0.47064362
27646,0.49100295
27647,0.48969887
27648,0.48518717
27649,0.52496084
27650,0.55347889
27651,0.58217332
27652,0.48509878
27653,0.48639475
27654,0.57015727
27655,0.49701694
27656,0.50733204
27657,0.47656634
27658,0.52994493
27659,0.48390845
27660,0.51272848
27661,0.49984788
27662,0.48017772
27663,0.50585748
27664,0.53353364
27665,0.54673137
27666,0.47551613
27667,0.49108105
27668,0.49843628
27669,0.50820332
27670,0.56139451
27671,0.48072157
27672,0.49611127
27673,0.47965064
27674,0.48993601
27675,0.4998051
27676,0.49855373
27677,0.4813949
27678,0.46939295
27679,0.49634451
27680,0.51478058
27681,0.49177303
27682,0.50334123
27683,0.4933132
27684,0.48933449
27685,0.48814462
27686,0.4872959
27687,0.50502541
27688,0.48660556
27689,0.471487
27690,0.4702741
27691,0.51309901
27692,0.49298808
27693,0.51372197
27694,0.53530946
27695,0.46827356
27696,0.47681305
27697,0.48515249
27698,0.51569653
27699,0.51090667
27700,0.47755653
27701,0.48182929
27702,0.56063131
27703,0.4892427
27704,0.47953032
27705,0.47742708
27706,0.47722374
27707,0.48498537
27708,0.47831986
27709,0.48493517
27710,0.48885315
27711,0.46647729
27712,0.48492355
27713,0.47385706
27714,0.48203387
27715,0.50132284
27716,0.52016067
27717,0.48157011
27718,0.49004581
27719,0.47738691
27720,0.49616051
27721,0.48146228
27722,0.51023085
27723,0.49701487
27724,0.48327048
27725,0.49174411
27726,0.49006648
27727,0.48560954
27728,0.49571712
27729,0.47902524
27730,0.49797688
27731,0.52751705
27732,0.47642415
27733,0.48553683
27734,0.54623792
27735,0.51385466
27736,0.5292936
27737,0.47499118
27738,0.47165134
27739,0.49723502
27740,0.48059213
27741,0.48019329
27742,0.51830379
27743,0.47631253
27744,0.49730668
27745,0.49439419
27746,0.51063805
27747,0.48236759
27748,0.51733556
27749,0.47079246
27750,0.49508006
27751,0.46355254
27752,0.50265731
27753,0.47305772
27754,0.49071999
27755,0.50970895
27756,0.49957591
27757,0.48296666
27758,0.51693768
27759,0.48266676
27760,0.48297551
27761,0.49116
27762,0.57183248
27763,0.49016818
27764,0.48841532
27765,0.54261803
27766,0.49024406
27767,0.51156919
27768,0.46848549
27769,0.47798463
27770,0.48937903
27771,0.48814711
27772,0.45556333
27773,0.49348505
27774,0.48994748
27775,0.48992459
27776,0.48283948
27777,0.46702566
27778,0.48148247
27779,0.482054
27780,0.49522618
27781,0.49846944
27782,0.5179649
27783,0.4816549
27784,0.49208824
27785,0.47442784
27786,0.55807147
27787,0.47294101
27788,0.49510344
27789,0.45839707
27790,0.51412289
27791,0.47758972
27792,0.48704631
27793,0.49950205
27794,0.49259229
27795,0.48202863
27796,0.51440254
27797,0.48703852
27798,0.49367205
27799,0.55628161
27800,0.47812654
27801,0.47006954
27802,0.54081495
27803,0.46269222
27804,0.47175166
27805,0.46359746
27806,0.47518114
27807,0.51684991
27808,0.4987947
27809,0.48405006
27810,0.47380893
27811,0.4888399
27812,0.49873823
27813,0.52900355
27814,0.5058356
27815,0.47124752
27816,0.55410218
27817,0.47660525
27818,0.55217638
27819,0.51637387
27820,0.49387312
27821,0.46261406
27822,0.48128496
27823,0.46534978
27824,0.53283831
27825,0.49276452
27826,0.52411036
27827,0.52477168
27828,0.48511465
27829,0.46672285
27830,0.48241362
27831,0.48131995
27832,0.49503842
27833,0.535697
27834,0.48205187
27835,0.50719365
27836,0.47852181
27837,0.45437568
