Id,Popularity
27643,0.46549588
27644,0.47840872
27645,0.45581585
27646,0.47460675
27647,0.50294554
27648,0.49010488
27649,0.5266371
27650,0.5450815
27651,0.5864404
27652,0.49025738
27653,0.48535365
27654,0.5665266
27655,0.48624432
27656,0.4819576
27657,0.46276888
27658,0.5139765
27659,0.48320907
27660,0.5155024
27661,0.50645244
27662,0.47402233
27663,0.50902015
27664,0.5221657
27665,0.5277963
27666,0.44472936
27667,0.49773288
27668,0.50081456
27669,0.488754
27670,0.5453985
27671,0.4802175
27672,0.49254715
27673,0.45816588
27674,0.4674938
27675,0.48564127
27676,0.48192665
27677,0.47041985
27678,0.44209746
27679,0.4607809
27680,0.47354537
27681,0.49478963
27682,0.49925178
27683,0.47916958
27684,0.48949447
27685,0.5014755
27686,0.47945154
27687,0.49200174
27688,0.49032015
27689,0.47090894
27690,0.45230666
27691,0.49275905
27692,0.4784096
27693,0.51393896
27694,0.52457947
27695,0.48403716
27696,0.49886593
27697,0.46714547
27698,0.5007342
27699,0.49400058
27700,0.47055545
27701,0.4887222
27702,0.5272145
27703,0.4634374
27704,0.48835182
27705,0.4634883
27706,0.47760764
27707,0.4878702
27708,0.47383222
27709,0.4816047
27710,0.49326393
27711,0.4736926
27712,0.46294594
27713,0.45864406
27714,0.4699334
27715,0.49623162
27716,0.519923
27717,0.49442288
27718,0.4551052
27719,0.46185064
27720,0.47811708
27721,0.4807558
27722,0.50970185
27723,0.49555895
27724,0.4894744
27725,0.4871885
27726,0.47525963
27727,0.47327295
27728,0.4795835
27729,0.46446964
27730,0.50511664
27731,0.5565046
27732,0.46742034
27733,0.48050696
27734,0.55221355
27735,0.5108009
27736,0.515295
27737,0.4676306
27738,0.44624823
27739,0.48863897
27740,0.47454083
27741,0.4745872
27742,0.501277
27743,0.49200106
27744,0.5005818
27745,0.4858905
27746,0.48110294
27747,0.46157303
27748,0.52731335
27749,0.47914106
27750,0.5004473
27751,0.45448965
27752,0.50478554
27753,0.47768688
27754,0.50614566
27755,0.49351197
27756,0.47419146
27757,0.45878208
27758,0.52334315
27759,0.46761537
27760,0.48107374
27761,0.4773042
27762,0.54451793
27763,0.49264932
27764,0.4699118
27765,0.5328348
27766,0.4793762
27767,0.501241
27768,0.46411082
27769,0.4574384
27770,0.49870458
27771,0.49540737
27772,0.45395485
27773,0.49061376
27774,0.48405415
27775,0.49376768
27776,0.48322415
27777,0.4564063
27778,0.47505045
27779,0.4866328
27780,0.4804069
27781,0.4689431
27782,0.51741624
27783,0.47236866
27784,0.499725
27785,0.4769966
27786,0.52483326
27787,0.45891106
27788,0.4961583
27789,0.45459437
27790,0.50197023
27791,0.47344038
27792,0.49469125
27793,0.4731478
27794,0.5026493
27795,0.4881041
27796,0.5068182
27797,0.4929377
27798,0.48636067
27799,0.5378201
27800,0.46349695
27801,0.47342318
27802,0.5235232
27803,0.4850012
27804,0.48245156
27805,0.50717103
27806,0.48299167
27807,0.5116869
27808,0.4873186
27809,0.47457847
27810,0.47051322
27811,0.4762607
27812,0.49539968
27813,0.5148783
27814,0.4875553
27815,0.4793786
27816,0.5160884
27817,0.46821514
27818,0.5513574
27819,0.52265996
27820,0.4556833
27821,0.44189823
27822,0.50188434
27823,0.45602837
27824,0.49810776
27825,0.4858098
27826,0.53757596
27827,0.50170374
27828,0.48656753
27829,0.4380898
27830,0.4718742
27831,0.49291402
27832,0.5110288
27833,0.52575105
27834,0.47953174
27835,0.48348516
27836,0.49762955
27837,0.4475771
27838,0.49386957
27839,0.49414003
27840,0.4841262
27841,0.47102857
27842,0.49517787
27843,0.4627446
27844,0.4735028
27845,0.47557262
27846,0.47506982
27847,0.4461214
27848,0.47789726
27849,0.51773393
27850,0.49314323
27851,0.4865124
27852,0.47963277
27853,0.48576602
27854,0.49963894
27855,0.5297253
27856,0.4935096
27857,0.5075867
27858,0.46381482
27859,0.47287843
27860,0.4940171
27861,0.49447966
27862,0.45786607
27863,0.4582127
27864,0.45545048
27865,0.49746695
27866,0.5285865
27867,0.4817989
27868,0.49187273
27869,0.47008604
27870,0.46582583
27871,0.46685094
27872,0.45447162
27873,0.4918044
27874,0.48271134
27875,0.46981958
27876,0.47004482
27877,0.4452044
27878,0.4730181
27879,0.48519298
27880,0.5209999
27881,0.500357
27882,0.49516898
27883,0.47498155
27884,0.47565904
27885,0.4667223
27886,0.48903197
27887,0.49882758
27888,0.48927766
27889,0.5005793
27890,0.4643806
27891,0.4935686
27892,0.47671944
27893,0.47734353
27894,0.48634776
27895,0.4818177
27896,0.46493405
27897,0.45984426
27898,0.5003207
27899,0.5395469
27900,0.4988188
27901,0.50594664
27902,0.47368667
27903,0.48532927
27904,0.47889936
27905,0.49732172
27906,0.47298667
27907,0.48224476
27908,0.50235504
27909,0.49344754
27910,0.47657233
27911,0.49983823
27912,0.47304899
27913,0.485702
27914,0.4812294
27915,0.48614043
27916,0.5191649
27917,0.4758593
27918,0.47867998
27919,0.4764588
27920,0.47202855
27921,0.52276725
27922,0.4748122
27923,0.46120527
27924,0.47527072
27925,0.4886096
27926,0.4716435
27927,0.5626489
27928,0.4794675
27929,0.45437512
27930,0.48157933
27931,0.49002302
27932,0.48723602
27933,0.5195183
27934,0.45136532
27935,0.46944875
27936,0.48216143
27937,0.4865177
27938,0.48785594
27939,0.47230792
27940,0.44436646
27941,0.49032456
27942,0.49904934
27943,0.47654364
27944,0.47226813
27945,0.49803814
27946,0.47526947
27947,0.5338123
27948,0.4631682
