Id,Popularity
27643,0.4479353315032652
27644,0.4749888859433067
27645,0.4366428512000494
27646,0.46155812248162303
27647,0.470068389433722
27648,0.42666815959433485
27649,0.5999296341577368
27650,0.59258496823417
27651,0.6924800867421257
27652,0.4966637997460067
27653,0.44515362915700035
27654,0.6224204065949783
27655,0.45823294645945506
27656,0.489358744970715
27657,0.4414831209114931
27658,0.5418650381432154
27659,0.45976578116787453
27660,0.5552186451020991
27661,0.45944259415363436
27662,0.41316929642794514
27663,0.496723472414087
27664,0.5587446112275902
27665,0.624935227153203
27666,0.42205103732394966
27667,0.4913480232450988
27668,0.46074197528061556
27669,0.47219776469432506
27670,0.5715033021813899
27671,0.4745504683643652
27672,0.4680474036851858
27673,0.45056564276111316
27674,0.43437946527860394
27675,0.48738764424424214
27676,0.4607943027673612
27677,0.4466092972134505
27678,0.3925247446239986
27679,0.4691658874813951
27680,0.4728928257139501
27681,0.4433616104321709
27682,0.48311195453836686
27683,0.45047443703466383
27684,0.496269404921303
27685,0.5044921424880316
27686,0.49422205458577456
27687,0.456852474059404
27688,0.4713763388309241
27689,0.43078017322408996
27690,0.393323805805076
27691,0.487579184652305
27692,0.41909515580484225
27693,0.48986882423114075
27694,0.5357823208697072
27695,0.45565868764079437
27696,0.4498368528452255
27697,0.4831415517063547
27698,0.5933687087718974
27699,0.5077670392331808
27700,0.4410980931673595
27701,0.45324851354173934
27702,0.6503843400853603
27703,0.43375236181738624
27704,0.4747290793142102
27705,0.4423494665358389
27706,0.4275122289271181
27707,0.4312305209304785
27708,0.46205863834323824
27709,0.466403966286537
27710,0.45889054393499756
27711,0.426935684223412
27712,0.45135878943887203
27713,0.44909304826654445
27714,0.4474430318490641
27715,0.46508222883302497
27716,0.5566252408497062
27717,0.4439962160964873
27718,0.4504877223296235
27719,0.407293420048871
27720,0.4464836225544486
27721,0.43273235894066664
27722,0.5532021758164651
27723,0.4590855508893656
27724,0.43187590600456127
27725,0.43485175141597465
27726,0.4565341812858303
27727,0.43140452192528606
27728,0.44530954792769906
27729,0.45302064912503376
27730,0.47360281671911925
27731,0.5964176801562878
27732,0.43151605306041985
27733,0.4488557005936084
27734,0.6478989951969606
27735,0.5310196014363783
27736,0.5185047429292331
27737,0.42707461747141245
27738,0.4391845555449176
27739,0.44928977679749893
27740,0.4637095275072469
27741,0.4853963156504557
27742,0.5831572848545997
27743,0.4493797222688466
27744,0.4498065637682593
27745,0.4412132516970438
27746,0.4740670340924147
27747,0.467605004645163
27748,0.4870702310838133
27749,0.40925230292296727
27750,0.4970675335607949
27751,0.41309387499874206
27752,0.4838689024953625
27753,0.46151659944708223
27754,0.4955824148035106
27755,0.48698335479379756
27756,0.48127393231480753
27757,0.482268351517778
27758,0.5790427623641117
27759,0.4552648174933694
27760,0.422481682191307
27761,0.4339783143415566
27762,0.6601913527566465
27763,0.48179272786684524
27764,0.4385051794717447
27765,0.5621745389550139
27766,0.47009269603103016
27767,0.5080814648833375
27768,0.4473967842812417
27769,0.4373826860476696
27770,0.4522346515442924
27771,0.47067526343651767
27772,0.44426133715440397
27773,0.48766153587143424
27774,0.4420559114728548
